ID;FromStopNumber;ToStopNumber;ASD_or_SER_or_TFF;Reservation_in_equipment;Equipment;Tariff_in_equipment
3047;1;21;F28;;;
3047;1;21;S46;;;
3047;1;21;;;63;
3048;1;21;F28;;;
3048;1;21;F28;;;
3048;1;21;S46;;;
3048;1;21;;;63;
3049;1;21;F28;;;
3049;1;21;F28;;;
3049;1;21;S46;;;
3049;1;21;;;63;
3050;1;21;F28;;;
3050;1;21;F28;;;
3050;1;21;S46;;;
3050;1;21;;;63;
3051;1;21;F28;;;
3051;1;21;F28;;;
3051;1;21;S46;;;
3051;1;21;;;63;
3052;1;21;F28;;;
3052;1;21;F28;;;
3052;1;21;S46;;;
3052;1;21;;;63;
3053;1;21;F28;;;
3053;1;21;F28;;;
3053;1;21;S46;;;
3053;1;21;;;63;
3054;1;21;F28;;;
3054;1;21;F28;;;
3054;1;21;S46;;;
3054;1;21;;;63;
3055;1;21;F28;;;
3055;1;21;F28;;;
3055;1;21;S46;;;
3055;1;21;;;63;
3056;1;21;F28;;;
3056;1;21;F28;;;
3056;1;21;S46;;;
3056;1;21;;;63;
3057;1;21;F28;;;
3057;1;21;F28;;;
3057;1;21;S46;;;
3057;1;21;;;63;
3058;1;21;F28;;;
3058;1;21;F28;;;
3058;1;21;S46;;;
3058;1;21;;;63;
3059;1;21;F28;;;
3059;1;21;F28;;;
3059;1;21;S46;;;
3059;1;21;;;63;
3060;1;21;F28;;;
3060;1;21;F28;;;
3060;1;21;S46;;;
3060;1;21;;;63;
3061;1;21;F28;;;
3061;1;21;F28;;;
3061;1;21;S46;;;
3061;1;21;;;63;
3062;1;21;;;63;
3063;1;21;F28;;;
3063;1;21;F28;;;
3063;1;21;S46;;;
3063;1;21;;;63;
3064;1;21;F28;;;
3064;1;21;F28;;;
3064;1;21;S46;;;
3064;1;21;;;63;
3065;1;21;F28;;;
3065;1;21;F28;;;
3065;1;21;S46;;;
3065;1;21;;;63;
3066;1;21;F28;;;
3066;1;21;F28;;;
3066;1;21;S46;;;
3066;1;21;;;63;
3067;1;21;F28;;;
3067;1;21;F28;;;
3067;1;21;S46;;;
3067;1;21;;;63;
3068;1;21;F28;;;
3068;1;21;F28;;;
3068;1;21;S46;;;
3068;1;21;;;63;
3069;1;21;F28;;;
3069;1;21;F28;;;
3069;1;21;S46;;;
3069;1;21;;;63;
3070;1;21;F28;;;
3070;1;21;F28;;;
3070;1;21;S46;;;
3070;1;21;;;63;
3071;1;21;F28;;;
3071;1;21;F28;;;
3071;1;21;S46;;;
3071;1;21;;;63;
3072;1;21;F28;;;
3072;1;21;F28;;;
3072;1;21;S46;;;
3072;1;21;;;63;
3073;1;21;F28;;;
3073;1;21;F28;;;
3073;1;21;S46;;;
3073;1;21;;;63;
3074;1;21;F28;;;
3074;1;21;F28;;;
3074;1;21;S46;;;
3074;1;21;;;63;
3075;1;21;F28;;;
3075;1;21;F28;;;
3075;1;21;S46;;;
3075;1;21;;;63;
3076;1;21;F28;;;
3076;1;21;F28;;;
3076;1;21;S46;;;
3076;21;27;F28;;;
3076;21;27;F28;;;
3076;21;27;S46;;;
3076;1;27;;;63;
3077;1;20;F28;;;
3077;1;20;F28;;;
3077;1;20;S46;;;
3077;1;20;;;63;
3078;1;11;F28;;;
3078;1;11;F28;;;
3078;1;11;S46;;;
3078;1;11;;;63;
3079;1;11;F28;;;
3079;1;11;F28;;;
3079;1;11;S46;;;
3079;1;11;;;63;
3080;1;8;F28;;;
3080;1;8;F28;;;
3080;1;8;S46;;;
3080;1;8;;;63;
3081;1;4;F28;;;
3081;1;4;F28;;;
3081;1;4;S46;;;
3081;1;4;;;63;
3082;1;7;F28;;;
3082;1;7;F28;;;
3082;1;7;S46;;;
3082;1;7;;;63;
3083;1;11;F28;;;
3083;1;11;F28;;;
3083;1;11;S46;;;
3083;1;11;;;63;
3084;1;3;F28;;;
3084;1;3;F28;;;
3084;1;3;S46;;;
3084;1;3;;;63;
3085;1;8;F28;;;
3085;1;8;F28;;;
3085;1;8;S46;;;
3085;1;8;;;63;
3086;1;8;F28;;;
3086;1;8;F28;;;
3086;1;8;S46;;;
3086;8;11;F28;;;
3086;8;11;F28;;;
3086;8;11;S46;;;
3086;1;11;;;63;
3087;1;8;F28;;;
3087;1;8;F28;;;
3087;1;8;S46;;;
3087;8;12;F28;;;
3087;8;12;F28;;;
3087;8;12;S46;;;
3087;1;12;;;63;
3088;1;8;F28;;;
3088;1;8;F28;;;
3088;1;8;S46;;;
3088;1;8;;;63;
3089;1;8;F28;;;
3089;1;8;F28;;;
3089;1;8;S46;;;
3089;1;8;;;63;
3090;1;8;F28;;;
3090;1;8;F28;;;
3090;1;8;S46;;;
3090;1;8;;;63;
3091;1;8;F28;;;
3091;1;8;F28;;;
3091;1;8;S46;;;
3091;1;8;;;63;
3092;1;8;F28;;;
3092;1;8;F28;;;
3092;1;8;S46;;;
3092;1;8;;;63;
3093;1;8;F28;;;
3093;1;8;F28;;;
3093;1;8;S46;;;
3093;1;8;;;63;
3094;1;8;F28;;;
3094;1;8;F28;;;
3094;1;8;S46;;;
3094;1;8;;;63;
3095;1;8;F28;;;
3095;1;8;F28;;;
3095;1;8;S46;;;
3095;1;8;;;63;
3096;1;8;F28;;;
3096;1;8;F28;;;
3096;1;8;S46;;;
3096;1;8;;;63;
3097;1;8;F28;;;
3097;1;8;F28;;;
3097;1;8;S46;;;
3097;1;8;;;63;
3098;1;2;;;162;
3099;1;5;;;162;
3100;1;7;;;162;
3101;1;2;;;162;
3102;1;2;;;162;
3103;1;8;F28;;;
3103;1;8;F28;;;
3103;1;8;S46;;;
3103;8;11;F28;;;
3103;8;11;F28;;;
3103;8;11;S46;;;
3103;1;11;;;63;
3104;1;8;F28;;;
3104;1;8;F28;;;
3104;1;8;S46;;;
3104;8;11;F28;;;
3104;8;11;F28;;;
3104;8;11;S46;;;
3104;1;11;;;63;
3105;1;8;F28;;;
3105;1;8;F28;;;
3105;1;8;S46;;;
3105;8;11;F28;;;
3105;8;11;F28;;;
3105;8;11;S46;;;
3105;1;11;;;63;
3106;1;8;F28;;;
3106;1;8;F28;;;
3106;1;8;S46;;;
3106;8;12;F28;;;
3106;8;12;F28;;;
3106;8;12;S46;;;
3106;1;12;;;63;
3107;1;8;F28;;;
3107;1;8;F28;;;
3107;1;8;S46;;;
3107;8;12;F28;;;
3107;8;12;F28;;;
3107;8;12;S46;;;
3107;1;12;;;63;
3108;1;8;F28;;;
3108;1;8;F28;;;
3108;1;8;S46;;;
3108;8;12;F28;;;
3108;8;12;F28;;;
3108;8;12;S46;;;
3108;1;12;;;63;
3109;1;8;F28;;;
3109;1;8;F28;;;
3109;1;8;S46;;;
3109;1;8;;;63;
3110;1;8;F28;;;
3110;1;8;F28;;;
3110;1;8;S46;;;
3110;1;8;;;63;
3111;1;8;F28;;;
3111;1;8;F28;;;
3111;1;8;S46;;;
3111;1;8;;;63;
3112;1;8;F28;;;
3112;1;8;F28;;;
3112;1;8;S46;;;
3112;1;8;;;63;
3113;1;8;F28;;;
3113;1;8;F28;;;
3113;1;8;S46;;;
3113;1;8;;;63;
3114;1;8;F28;;;
3114;1;8;F28;;;
3114;1;8;S46;;;
3114;1;8;;;63;
3115;1;8;F28;;;
3115;1;8;F28;;;
3115;1;8;S46;;;
3115;1;8;;;63;
3116;1;8;F28;;;
3116;1;8;F28;;;
3116;1;8;S46;;;
3116;1;8;;;63;
3117;1;8;F28;;;
3117;1;8;F28;;;
3117;1;8;S46;;;
3117;1;8;;;63;
3118;1;8;F28;;;
3118;1;8;F28;;;
3118;1;8;S46;;;
3118;8;11;F28;;;
3118;8;11;F28;;;
3118;8;11;S46;;;
3118;1;11;;;63;
3119;1;8;F28;;;
3119;1;8;F28;;;
3119;1;8;S46;;;
3119;8;11;F28;;;
3119;8;11;F28;;;
3119;8;11;S46;;;
3119;1;11;;;63;
3120;1;8;F28;;;
3120;1;8;F28;;;
3120;1;8;S46;;;
3120;8;11;F28;;;
3120;8;11;F28;;;
3120;8;11;S46;;;
3120;1;11;;;63;
3121;1;8;F28;;;
3121;1;8;F28;;;
3121;1;8;S46;;;
3121;8;11;F28;;;
3121;8;11;F28;;;
3121;8;11;S46;;;
3121;1;11;;;63;
3122;1;8;F28;;;
3122;1;8;F28;;;
3122;1;8;S46;;;
3122;8;12;F28;;;
3122;8;12;F28;;;
3122;8;12;S46;;;
3122;1;12;;;63;
3123;1;8;F28;;;
3123;1;8;F28;;;
3123;1;8;S46;;;
3123;8;12;F28;;;
3123;8;12;F28;;;
3123;8;12;S46;;;
3123;1;12;;;63;
3124;1;8;F28;;;
3124;1;8;F28;;;
3124;1;8;S46;;;
3124;1;8;;;63;
3125;1;8;F28;;;
3125;1;8;F28;;;
3125;1;8;S46;;;
3125;1;8;;;63;
3126;1;8;F28;;;
3126;1;8;F28;;;
3126;1;8;S46;;;
3126;1;8;;;63;
3127;1;8;F28;;;
3127;1;8;F28;;;
3127;1;8;S46;;;
3127;1;8;;;63;
3128;1;8;F28;;;
3128;1;8;F28;;;
3128;1;8;S46;;;
3128;1;8;;;63;
3129;1;8;F28;;;
3129;1;8;F28;;;
3129;1;8;S46;;;
3129;1;8;;;63;
3130;1;8;F28;;;
3130;1;8;F28;;;
3130;1;8;S46;;;
3130;8;11;F28;;;
3130;8;11;F28;;;
3130;8;11;S46;;;
3130;1;11;;;63;
3131;1;8;F28;;;
3131;1;8;F28;;;
3131;1;8;S46;;;
3131;8;11;F28;;;
3131;8;11;F28;;;
3131;8;11;S46;;;
3131;1;11;;;63;
3132;1;8;F28;;;
3132;1;8;F28;;;
3132;1;8;S46;;;
3132;8;11;F28;;;
3132;8;11;F28;;;
3132;8;11;S46;;;
3132;1;11;;;63;
3133;1;8;F28;;;
3133;1;8;F28;;;
3133;1;8;S46;;;
3133;8;11;F28;;;
3133;8;11;F28;;;
3133;8;11;S46;;;
3133;1;11;;;63;
3134;1;8;F28;;;
3134;1;8;F28;;;
3134;1;8;S46;;;
3134;8;12;F28;;;
3134;8;12;F28;;;
3134;8;12;S46;;;
3134;1;12;;;63;
3135;1;8;F28;;;
3135;1;8;F28;;;
3135;1;8;S46;;;
3135;8;12;F28;;;
3135;8;12;F28;;;
3135;8;12;S46;;;
3135;1;12;;;63;
3136;1;8;F28;;;
3136;1;8;F28;;;
3136;1;8;S46;;;
3136;8;12;F28;;;
3136;8;12;F28;;;
3136;8;12;S46;;;
3136;1;12;;;63;
3137;1;8;F28;;;
3137;1;8;F28;;;
3137;1;8;S46;;;
3137;1;8;;;63;
3138;1;8;F28;;;
3138;1;8;F28;;;
3138;1;8;S46;;;
3138;1;8;;;63;
3139;1;8;F28;;;
3139;1;8;F28;;;
3139;1;8;S46;;;
3139;1;8;;;63;
3140;1;8;F28;;;
3140;1;8;F28;;;
3140;1;8;S46;;;
3140;1;8;;;63;
3141;1;8;F28;;;
3141;1;8;F28;;;
3141;1;8;S46;;;
3141;1;8;;;63;
3142;1;8;F28;;;
3142;1;8;F28;;;
3142;1;8;S46;;;
3142;1;8;;;63;
3143;1;8;F28;;;
3143;1;8;F28;;;
3143;1;8;S46;;;
3143;8;11;F28;;;
3143;8;11;F28;;;
3143;8;11;S46;;;
3143;1;11;;;63;
3144;1;8;F28;;;
3144;1;8;F28;;;
3144;1;8;S46;;;
3144;8;11;F28;;;
3144;8;11;F28;;;
3144;8;11;S46;;;
3144;1;11;;;63;
3145;1;8;F28;;;
3145;1;8;F28;;;
3145;1;8;S46;;;
3145;8;11;F28;;;
3145;8;11;F28;;;
3145;8;11;S46;;;
3145;1;11;;;63;
3146;1;8;F28;;;
3146;1;8;F28;;;
3146;1;8;S46;;;
3146;8;12;F28;;;
3146;8;12;F28;;;
3146;8;12;S46;;;
3146;1;12;;;63;
3147;1;8;F28;;;
3147;1;8;F28;;;
3147;1;8;S46;;;
3147;8;12;F28;;;
3147;8;12;F28;;;
3147;8;12;S46;;;
3147;1;12;;;63;
3148;1;8;F28;;;
3148;1;8;F28;;;
3148;1;8;S46;;;
3148;8;12;F28;;;
3148;8;12;F28;;;
3148;8;12;S46;;;
3148;1;12;;;63;
3149;1;8;F28;;;
3149;1;8;F28;;;
3149;1;8;S46;;;
3149;1;8;;;63;
3150;1;8;F28;;;
3150;1;8;F28;;;
3150;1;8;S46;;;
3150;1;8;;;63;
3151;1;8;F28;;;
3151;1;8;F28;;;
3151;1;8;S46;;;
3151;1;8;;;63;
3152;1;8;F28;;;
3152;1;8;F28;;;
3152;1;8;S46;;;
3152;1;8;;;63;
3153;1;8;F28;;;
3153;1;8;F28;;;
3153;1;8;S46;;;
3153;1;8;;;63;
3154;1;8;F28;;;
3154;1;8;F28;;;
3154;1;8;S46;;;
3154;1;8;;;63;
3155;1;8;F28;;;
3155;1;8;F28;;;
3155;1;8;S46;;;
3155;1;8;;;63;
3156;1;8;F28;;;
3156;1;8;F28;;;
3156;1;8;S46;;;
3156;1;8;;;63;
3157;1;8;F28;;;
3157;1;8;F28;;;
3157;1;8;S46;;;
3157;8;11;F28;;;
3157;8;11;F28;;;
3157;8;11;S46;;;
3157;1;11;;;63;
3158;1;8;F28;;;
3158;1;8;F28;;;
3158;1;8;S46;;;
3158;8;11;F28;;;
3158;8;11;F28;;;
3158;8;11;S46;;;
3158;1;11;;;63;
3159;1;8;F28;;;
3159;1;8;F28;;;
3159;1;8;S46;;;
3159;8;11;F28;;;
3159;8;11;F28;;;
3159;8;11;S46;;;
3159;1;11;;;63;
3160;1;8;F28;;;
3160;1;8;F28;;;
3160;1;8;S46;;;
3160;8;12;F28;;;
3160;8;12;F28;;;
3160;8;12;S46;;;
3160;1;12;;;63;
3161;1;8;F28;;;
3161;1;8;F28;;;
3161;1;8;S46;;;
3161;1;8;;;63;
3162;1;8;F28;;;
3162;1;8;F28;;;
3162;1;8;S46;;;
3162;1;8;;;63;
3163;1;8;F28;;;
3163;1;8;F28;;;
3163;1;8;S46;;;
3163;1;8;;;63;
3164;1;8;F28;;;
3164;1;8;F28;;;
3164;1;8;S46;;;
3164;1;8;;;63;
3165;1;8;F28;;;
3165;1;8;F28;;;
3165;1;8;S46;;;
3165;1;8;;;63;
3166;1;8;F28;;;
3166;1;8;F28;;;
3166;1;8;S46;;;
3166;1;8;;;63;
3167;1;8;F28;;;
3167;1;8;F28;;;
3167;1;8;S46;;;
3167;1;8;;;63;
3168;1;8;F28;;;
3168;1;8;F28;;;
3168;1;8;S46;;;
3168;8;11;F28;;;
3168;8;11;F28;;;
3168;8;11;S46;;;
3168;1;11;;;63;
3169;1;8;F28;;;
3169;1;8;F28;;;
3169;1;8;S46;;;
3169;8;11;F28;;;
3169;8;11;F28;;;
3169;8;11;S46;;;
3169;1;11;;;63;
3170;1;8;F28;;;
3170;1;8;F28;;;
3170;1;8;S46;;;
3170;8;11;F28;;;
3170;8;11;F28;;;
3170;8;11;S46;;;
3170;1;11;;;63;
3171;1;8;F28;;;
3171;1;8;F28;;;
3171;1;8;S46;;;
3171;8;11;F28;;;
3171;8;11;F28;;;
3171;8;11;S46;;;
3171;1;11;;;63;
3172;1;8;F28;;;
3172;1;8;F28;;;
3172;1;8;S46;;;
3172;8;11;F28;;;
3172;8;11;F28;;;
3172;8;11;S46;;;
3172;1;11;;;63;
3173;1;8;F28;;;
3173;1;8;F28;;;
3173;1;8;S46;;;
3173;8;12;F28;;;
3173;8;12;F28;;;
3173;8;12;S46;;;
3173;1;12;;;63;
3174;1;8;F28;;;
3174;1;8;F28;;;
3174;1;8;S46;;;
3174;8;12;F28;;;
3174;8;12;F28;;;
3174;8;12;S46;;;
3174;1;12;;;63;
3175;1;8;F28;;;
3175;1;8;F28;;;
3175;1;8;S46;;;
3175;8;12;F28;;;
3175;8;12;F28;;;
3175;8;12;S46;;;
3175;1;12;;;63;
3176;1;8;F28;;;
3176;1;8;F28;;;
3176;1;8;S46;;;
3176;8;12;F28;;;
3176;8;12;F28;;;
3176;8;12;S46;;;
3176;1;12;;;63;
3177;1;8;F28;;;
3177;1;8;F28;;;
3177;1;8;S46;;;
3177;1;8;;;63;
3178;1;8;F28;;;
3178;1;8;F28;;;
3178;1;8;S46;;;
3178;1;8;;;63;
3179;1;8;F28;;;
3179;1;8;F28;;;
3179;1;8;S46;;;
3179;1;8;;;63;
3180;1;8;F28;;;
3180;1;8;F28;;;
3180;1;8;S46;;;
3180;1;8;;;63;
3181;1;8;F28;;;
3181;1;8;F28;;;
3181;1;8;S46;;;
3181;1;8;;;63;
3182;1;8;F28;;;
3182;1;8;F28;;;
3182;1;8;S46;;;
3182;1;8;;;63;
3183;1;8;F28;;;
3183;1;8;F28;;;
3183;1;8;S46;;;
3183;1;8;;;63;
3184;1;8;F28;;;
3184;1;8;F28;;;
3184;1;8;S46;;;
3184;1;8;;;63;
3185;1;8;F28;;;
3185;1;8;F28;;;
3185;1;8;S46;;;
3185;1;8;;;63;
3186;1;8;F28;;;
3186;1;8;F28;;;
3186;1;8;S46;;;
3186;1;8;;;63;
3187;1;8;F28;;;
3187;1;8;F28;;;
3187;1;8;S46;;;
3187;1;8;;;63;
3188;1;8;F28;;;
3188;1;8;F28;;;
3188;1;8;S46;;;
3188;1;8;;;63;
3189;1;8;F28;;;
3189;1;8;F28;;;
3189;1;8;S46;;;
3189;1;8;;;63;
3190;1;8;F28;;;
3190;1;8;F28;;;
3190;1;8;S46;;;
3190;1;8;;;63;
3191;1;8;F28;;;
3191;1;8;F28;;;
3191;1;8;S46;;;
3191;1;8;;;63;
3192;1;8;F28;;;
3192;1;8;F28;;;
3192;1;8;S46;;;
3192;1;8;;;63;
3193;1;8;F28;;;
3193;1;8;F28;;;
3193;1;8;S46;;;
3193;1;8;;;63;
3194;1;8;F28;;;
3194;1;8;F28;;;
3194;1;8;S46;;;
3194;1;8;;;63;
3195;1;8;F28;;;
3195;1;8;F28;;;
3195;1;8;S46;;;
3195;1;8;;;63;
3196;1;8;F28;;;
3196;1;8;F28;;;
3196;1;8;S46;;;
3196;1;8;;;63;
3197;1;12;F28;;;
3197;1;12;F28;;;
3197;1;12;S46;;;
3197;1;12;;;63;
3198;1;12;F28;;;
3198;1;12;F28;;;
3198;1;12;S46;;;
3198;1;12;;;63;
3199;1;3;;;162;
3200;1;6;;;162;
3201;1;3;;;162;
3202;1;4;;;162;
3203;1;6;;;162;
3204;1;2;;;162;
3205;1;6;;;162;
3206;1;2;;;162;
3207;1;11;;;162;
3208;1;11;;;162;
3209;1;8;F28;;;
3209;1;8;F28;;;
3209;1;8;S46;;;
3209;8;11;F28;;;
3209;8;11;F28;;;
3209;8;11;S46;;;
3209;1;11;;;63;
3210;1;8;F28;;;
3210;1;8;F28;;;
3210;1;8;S46;;;
3210;8;11;F28;;;
3210;8;11;F28;;;
3210;8;11;S46;;;
3210;1;11;;;63;
3211;1;8;F28;;;
3211;1;8;F28;;;
3211;1;8;S46;;;
3211;8;12;F28;;;
3211;8;12;F28;;;
3211;8;12;S46;;;
3211;1;12;;;63;
3212;1;8;F28;;;
3212;1;8;F28;;;
3212;1;8;S46;;;
3212;8;12;F28;;;
3212;8;12;F28;;;
3212;8;12;S46;;;
3212;1;12;;;63;
3213;1;8;F28;;;
3213;1;8;F28;;;
3213;1;8;S46;;;
3213;1;8;;;63;
3214;1;8;F28;;;
3214;1;8;F28;;;
3214;1;8;S46;;;
3214;1;8;;;63;
3215;1;8;F28;;;
3215;1;8;F28;;;
3215;1;8;S46;;;
3215;1;8;;;63;
3216;1;8;F28;;;
3216;1;8;F28;;;
3216;1;8;S46;;;
3216;1;8;;;63;
3217;1;8;F28;;;
3217;1;8;F28;;;
3217;1;8;S46;;;
3217;1;8;;;63;
3218;1;6;F28;;;
3218;1;6;F28;;;
3218;1;6;S46;;;
3218;1;6;;;63;
3219;1;6;F28;;;
3219;1;6;F28;;;
3219;1;6;S46;;;
3219;1;6;;;63;
3220;1;6;F28;;;
3220;1;6;F28;;;
3220;1;6;S46;;;
3220;1;6;;;63;
3221;1;6;F28;;;
3221;1;6;F28;;;
3221;1;6;S46;;;
3221;1;6;;;63;
3222;1;4;F28;;;
3222;1;4;F28;;;
3222;1;4;S46;;;
3222;1;4;;;63;
3223;1;6;F28;;;
3223;1;6;F28;;;
3223;1;6;S46;;;
3223;1;6;;;63;
3224;1;6;F28;;;
3224;1;6;F28;;;
3224;1;6;S46;;;
3224;1;6;;;63;
3225;1;4;F28;;;
3225;1;4;F28;;;
3225;1;4;S46;;;
3225;4;11;F28;;;
3225;4;11;F28;;;
3225;4;11;S46;;;
3225;1;11;;;63;
3226;4;11;F28;;;
3226;4;11;F28;;;
3226;4;11;S46;;;
3226;1;11;;;63;
3227;5;12;F28;;;
3227;5;12;F28;;;
3227;5;12;S46;;;
3227;1;12;;;63;
3228;5;12;F28;;;
3228;5;12;F28;;;
3228;5;12;S46;;;
3228;1;12;;;63;
3229;1;4;F28;;;
3229;1;4;F28;;;
3229;1;4;S46;;;
3229;4;11;F28;;;
3229;4;11;F28;;;
3229;4;11;S46;;;
3229;1;11;;;63;
3230;1;4;F28;;;
3230;1;4;F28;;;
3230;1;4;S46;;;
3230;4;11;F28;;;
3230;4;11;F28;;;
3230;4;11;S46;;;
3230;1;11;;;63;
3231;1;4;F28;;;
3231;1;4;F28;;;
3231;1;4;S46;;;
3231;4;11;F28;;;
3231;4;11;F28;;;
3231;4;11;S46;;;
3231;1;11;;;63;
3232;1;4;F28;;;
3232;1;4;F28;;;
3232;1;4;S46;;;
3232;4;11;F28;;;
3232;4;11;F28;;;
3232;4;11;S46;;;
3232;1;11;;;63;
3233;5;12;F28;;;
3233;5;12;F28;;;
3233;5;12;S46;;;
3233;1;12;;;63;
3234;5;12;F28;;;
3234;5;12;F28;;;
3234;5;12;S46;;;
3234;1;12;;;63;
3235;5;12;F28;;;
3235;5;12;F28;;;
3235;5;12;S46;;;
3235;1;12;;;63;
3236;5;12;F28;;;
3236;5;12;F28;;;
3236;5;12;S46;;;
3236;1;12;;;63;
3237;1;4;F28;;;
3237;1;4;F28;;;
3237;1;4;S46;;;
3237;4;11;F28;;;
3237;4;11;F28;;;
3237;4;11;S46;;;
3237;1;11;;;63;
3238;1;4;F28;;;
3238;1;4;F28;;;
3238;1;4;S46;;;
3238;4;11;F28;;;
3238;4;11;F28;;;
3238;4;11;S46;;;
3238;1;11;;;63;
3239;5;12;F28;;;
3239;5;12;F28;;;
3239;5;12;S46;;;
3239;1;12;;;63;
3240;5;12;F28;;;
3240;5;12;F28;;;
3240;5;12;S46;;;
3240;1;12;;;63;
3241;1;4;F28;;;
3241;1;4;F28;;;
3241;1;4;S46;;;
3241;4;11;F28;;;
3241;4;11;F28;;;
3241;4;11;S46;;;
3241;1;11;;;63;
3242;1;4;F28;;;
3242;1;4;F28;;;
3242;1;4;S46;;;
3242;4;11;F28;;;
3242;4;11;F28;;;
3242;4;11;S46;;;
3242;1;11;;;63;
3243;5;12;F28;;;
3243;5;12;F28;;;
3243;5;12;S46;;;
3243;1;12;;;63;
3244;5;12;F28;;;
3244;5;12;F28;;;
3244;5;12;S46;;;
3244;1;12;;;63;
3245;1;4;F28;;;
3245;1;4;F28;;;
3245;1;4;S46;;;
3245;4;11;F28;;;
3245;4;11;F28;;;
3245;4;11;S46;;;
3245;1;11;;;63;
3246;1;4;F28;;;
3246;1;4;F28;;;
3246;1;4;S46;;;
3246;4;11;F28;;;
3246;4;11;F28;;;
3246;4;11;S46;;;
3246;1;11;;;63;
3247;1;4;F28;;;
3247;1;4;F28;;;
3247;1;4;S46;;;
3247;4;11;F28;;;
3247;4;11;F28;;;
3247;4;11;S46;;;
3247;1;11;;;63;
3248;1;4;F28;;;
3248;1;4;F28;;;
3248;1;4;S46;;;
3248;4;11;F28;;;
3248;4;11;F28;;;
3248;4;11;S46;;;
3248;1;11;;;63;
3249;1;4;F28;;;
3249;1;4;F28;;;
3249;1;4;S46;;;
3249;4;11;F28;;;
3249;4;11;F28;;;
3249;4;11;S46;;;
3249;1;11;;;63;
3250;5;12;F28;;;
3250;5;12;F28;;;
3250;5;12;S46;;;
3250;1;12;;;63;
3251;1;4;F28;;;
3251;1;4;F28;;;
3251;1;4;S46;;;
3251;4;11;F28;;;
3251;4;11;F28;;;
3251;4;11;S46;;;
3251;1;11;;;63;
3252;1;4;F28;;;
3252;1;4;F28;;;
3252;1;4;S46;;;
3252;4;11;F28;;;
3252;4;11;F28;;;
3252;4;11;S46;;;
3252;1;11;;;63;
3253;5;12;F28;;;
3253;5;12;F28;;;
3253;5;12;S46;;;
3253;1;12;;;63;
3254;5;12;F28;;;
3254;5;12;F28;;;
3254;5;12;S46;;;
3254;1;12;;;63;
3255;4;11;F28;;;
3255;4;11;F28;;;
3255;4;11;S46;;;
3255;1;11;;;63;
3256;4;11;F28;;;
3256;4;11;F28;;;
3256;4;11;S46;;;
3256;1;11;;;63;
3257;1;4;F28;;;
3257;1;4;F28;;;
3257;1;4;S46;;;
3257;4;11;F28;;;
3257;4;11;F28;;;
3257;4;11;S46;;;
3257;1;11;;;63;
3258;1;4;F28;;;
3258;1;4;F28;;;
3258;1;4;S46;;;
3258;4;11;F28;;;
3258;4;11;F28;;;
3258;4;11;S46;;;
3258;1;11;;;63;
3259;1;4;F28;;;
3259;1;4;F28;;;
3259;1;4;S46;;;
3259;4;11;F28;;;
3259;4;11;F28;;;
3259;4;11;S46;;;
3259;1;11;;;63;
3260;5;12;F28;;;
3260;5;12;F28;;;
3260;5;12;S46;;;
3260;1;12;;;63;
3261;5;12;F28;;;
3261;5;12;F28;;;
3261;5;12;S46;;;
3261;1;12;;;63;
3262;5;12;F28;;;
3262;5;12;F28;;;
3262;5;12;S46;;;
3262;1;12;;;63;
3263;1;4;F28;;;
3263;1;4;F28;;;
3263;1;4;S46;;;
3263;4;11;F28;;;
3263;4;11;F28;;;
3263;4;11;S46;;;
3263;1;11;;;63;
3264;1;4;F28;;;
3264;1;4;F28;;;
3264;1;4;S46;;;
3264;4;11;F28;;;
3264;4;11;F28;;;
3264;4;11;S46;;;
3264;1;11;;;63;
3265;1;4;F28;;;
3265;1;4;F28;;;
3265;1;4;S46;;;
3265;4;11;F28;;;
3265;4;11;F28;;;
3265;4;11;S46;;;
3265;1;11;;;63;
3266;1;4;F28;;;
3266;1;4;F28;;;
3266;1;4;S46;;;
3266;4;11;F28;;;
3266;4;11;F28;;;
3266;4;11;S46;;;
3266;1;11;;;63;
3267;5;12;F28;;;
3267;5;12;F28;;;
3267;5;12;S46;;;
3267;1;12;;;63;
3268;5;12;F28;;;
3268;5;12;F28;;;
3268;5;12;S46;;;
3268;1;12;;;63;
3269;5;12;F28;;;
3269;5;12;F28;;;
3269;5;12;S46;;;
3269;1;12;;;63;
3270;1;14;F28;;;
3270;1;14;F28;;;
3270;1;14;S46;;;
3270;1;14;;;63;
3271;1;17;F28;;;
3271;1;17;F28;;;
3271;1;17;S46;;;
3271;1;17;;;63;
3272;1;14;F28;;;
3272;1;14;F28;;;
3272;1;14;S46;;;
3272;1;14;;;63;
3273;1;16;F28;;;
3273;1;16;F28;;;
3273;1;16;S46;;;
3273;1;16;;;63;
3274;1;14;F28;;;
3274;1;14;F28;;;
3274;1;14;S46;;;
3274;1;14;;;63;
3275;1;14;F28;;;
3275;1;14;F28;;;
3275;1;14;S46;;;
3275;1;14;;;63;
3276;1;8;F28;;;
3276;1;8;F28;;;
3276;1;8;S46;;;
3276;1;8;;;63;
3277;1;8;F28;;;
3277;1;8;F28;;;
3277;1;8;S46;;;
3277;1;8;;;63;
3278;1;8;;;63;
3279;1;8;F28;;;
3279;1;8;F28;;;
3279;1;8;S46;;;
3279;1;8;;;63;
3280;1;4;F28;;;
3280;1;4;F28;;;
3280;1;4;S46;;;
3280;1;4;;;63;
3281;1;6;F28;;;
3281;1;6;F28;;;
